Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
10037,B000F4D4HW,ABGH6P1RC1UDS,Shady,3,3,5,1167091200,Good miso!,"This is a good miso base. I make true miso soup, by adding nori seaweed, cutup scallions, tofu, etc. I almost didn't buy it, based on the poor review on a similar product, but I'm glad I did. It's tasty!"
10038,B000F4D4HW,A1Y1ODQM9H4EYC,"Marilynn M. Slade ""Marilynn""",1,1,4,1168300800,Good Product,This is a very good value.  I use it to put in many Asian recipes instead of chicken or vegetable broth.  The result is a more authentic Asian taste to my recipes.
10039,B000F4D4HW,A14RPV7RGRE9NN,S. Kaymen,2,3,5,1284681600,Quick & Easy,"I love this product, very convient serving packages and only needs some ginger and cayenne for healthful benefits. Miso & ginger helps with clogged arteries & good general tonic, Besides being a very yummy cup a soup."
10040,B000F4D4HW,ABDBEFQZ9WWOG,neptunepaese,0,0,5,1337126400,Healthy Flavoring Alternative,We love Miso Cup soup!  We use it to flavor our ramen. It is much healthier and tastier than the usual salt and MSG! The price on Amazon is great too! Less than half the price we were paying in a local health food store.  Thanks Amazon!
10041,B000F4D4HW,A1FP5ZLSKR07SU,G. Burnick,1,2,1,1184112000,Don't Buy -- Dreadful!,"I like Japanese soups and just love the similar products from San-J (also available from Amazon -- get those, they're 5-star!).<br /><br />This Miso-cup brand is terrible. I can't tell you more than this is just yicky. I wish there was a zero-star rating!<br /><br />I didn't finish the first cup even (but I'd already tried and re-tried another Miso-cup flavor and hated it). Therefore, I only used one envelope before giving away the rest. Oh, why did I stray from San-J? Actually, I thought it might be worth trying Miso-cup's different flavors to add variety to my afternoon broth experience. It was this flavor, in particular, that I was most interested in trying for variety. But now I know that ALL the Miso-cup brand are equally dreadful!!!<br /><br />I gave these and the other Miso-cup boxes to a Food Pantry BUT I told them first why to warn others it might not suit them. Get the San-J brand!!!"
10042,B000F4D4HW,A3V6O5J55QTYSC,"M. Davis ""Marika""",1,2,2,1172448000,bad soup,I did not enjoy this soup; I will try a different brand next time.
10043,B0007ZLRUU,A1UR1B8MLEX5LF,Tina Goeckel,18,20,5,1128211200,Jablum coffee beans,"This coffee is smooth and is not bitter at all. It is wonderfully aromatic and a rich flavor. I personally bought the beans in Jamaica but it was only $12 for 12 ounces, I have seen such inflated prices on the internet for this product and truly it is not worth it."
10044,B0007ZLRUU,A1IFOESRHYQ4AH,"A. Bradley-Verett ""Amanda Verett""",5,5,5,1168214400,The best coffee ever,"There is a reason they serve this coffee at the White House.  Its the smoothest, best coffee ever produced.  Low acid, smooth in the mouth, and it has the most intoxicating aroma.  Worth the price."
10045,B0007ZLRUU,A22GUSJY1URK32,nanccasares,1,1,1,1306281600,Disappointed,I was very disappointed with the quality of the coffee. I have purchased Blue Mountain coffee before from other places and it was always great. But this was totally unsatisfactory. It had a mildewed flavor to it like it had been stored for a long time in a warehouse that was damp or moldy. For the money I paid for it I was quite displeased and will NEVER buy from them again.
10046,B0007ZLRUU,A3HHWS1VTP5VSD,"B. Ellis ""phone totty""",1,1,1,1274832000,jablum dont buy it,"My son had this Jablum roasted and ground coffee brought back from Jamaica and paid a lot for it.  I have drunk blue mountain for years when I can but this was shocking.  It tasted stale when you opened the bag and even worse when you drank it.  It was definitely off.  He bought 5 bags and every one we tried was the same.  I would never buy another.  We had bought another brand in a tin from Jamaica which was fine.  I think this is a con.  You get all the rubbish about it being tested in Jamaica, well I dont know who tests it but definitely not someone who likes good coffee.  I just dont understand how people say its any good. Maybe having paid so much for it its like the emperor's new clothes."
10047,B0007ZLRUU,ACC3V47CSZC43,"Joy Schmitz ""toddnjoy""",1,1,5,1231891200,The best we has yet,We heard about this coffee before leaving for Jamaica so we pick up some and have fell in love with it.  The best we have had yet smooth without that bitter after taste so many other coffee have.
10048,B0007ZLRUU,A2SRT262WG2WH6,Dave,3,4,3,1177027200,"Excellent coffee, not all that exotic, though...","I love my coffee, and because of that, I have tried lots and lots of varieties although I began as a simple Folgers fantatic.  Jamaican Mountain Blue Coffee has been touted to be the best of the best world coffees out there by such highly esteemed sources as the Food Network and the kitchens of the White House.<br /><br />I found the low acidity of the coffee very refreshing, but the darkness of this roast has not allowed a lot of subtleness of the flavor to come out.  To me, this tastes like Folgers at its best, but nothing more than that.  Great for everyday drinking, because it is smooth and rich and leaves little acid ""bite.""  But still, after having tried Kona coffee with its myriad of subtle flavors, I found Blue Mountain kinda boring.<br /><br />I guess I disagree with experts, but hey, my coffee is important and taste is everything!  If you like exotic flavors, this isn't it.  But it you would like to have consistently smooth, rich, honest coffee, this is the one."
10049,B0007ZLRUU,A3LNX5S52F2IG4,Herta Glatz,12,18,3,1127865600,Blue Mountain Experience,"I am a coffee lover of many years and as such am always interested in finding good coffees.  This was my first time to try blue mountain, and purchasing it with a gift certificate allowed me to be a bit more extravagant than I otherwise would have been.<br /><br />While the coffee is good, I don't find it to be superior to other coffees I have ordered which are considerably less expensive."
10050,B0007ZLRUU,A38KK0SZYEH5UD,Busy Executive,0,0,5,1301529600,My favorite beans,"These are some of my favorite beans. I've purchased this brand a number of times in various roasts, and I've never been disappointed. Whether you use them in your French press, your espresso maker or your conventional coffee pot, some of the best tasting coffee you can imaging comes out of this bag.<br /><br />Definitely recommended."
10051,B0007ZLRUU,A1ZKUYOQCYGZFF,M. Duell,0,0,1,1281312000,"Love Blue Mountain Coffee, Hate JABLUM","While in Jamaica, my wife and I drank Blue Mountain Coffer every day and loved it.  We even went on a bike tour of the Blue Mountains, and purchased some coffee.  It came in a plain clear plastic bag, and we could see the darkness of the roast.  We enjoyed that coffee.<br /><br />In Ocho Rios, we bought some bags of JABLUM.  You can't see the darkness of the roast, and all you can smell is the burlap bag.  When we opened it up, it was a very light roast, not much fragrance, and once brewed, the coffee tasted a lot like dirt.  We were very disappointed."
10052,B0007ZLRUU,A2VTGXADJ74J3D,Kevin,1,2,3,1174867200,"Good coffee, but not great","I bought this coffee in Jamaica ($15 for 1 lb bag).  While I liked and enjoyed it, I prefer several coffees from my local shops at about the same price.  I think that it may have been worth the $15/lb, but no more.  Certainly not at these prices."
10053,B0007ZLRUU,A3R71YQ3WXBZTO,W. Taylor,2,4,1,1230249600,Only 2 of 3 16 oz. received in shipment,"I recently ordered the 16 oz., 3 Pack.  When my FedEx order arrived on December 26, 2008 there were only two 16 oz. bags contained in my order.  I would like my missing 16 oz. bag to be sent to me or at least be refunded 1/3 of my $105 charged price."
10054,B0007ZLRUU,A2E84QMV8QK4R4,D. Hall,1,3,3,1238803200,Don't believe the hype...,"Went to Jamaica last May and brought about 6 pounds of this and the Waldenford's Blue Mtn back with me. About half what you are paying here, but still not worth the money. It is good coffee. No question. But don't believe all the hype. I am a casual coffee drinker and someone that takes coffee more seriously might get more benefit from this coffee. To me, not the case. I order my Peet's Arabian Mocha Java online for about $14/lb and it is still my favorite coffee."
10055,B0007ZLRUU,A331TXDQ3NFCHG,"David J. Sussman ""Dark Sky""",3,7,1,1249948800,P.U.,I don't get all the hype over this coffee. Not much of a head on it. Doesn't taste that great. What's the big whoop?
10056,B000GA32XG,A1SHLMPWR0FOVT,"J. Karon ""jennifergwl""",0,1,5,1174089600,the greatest stuff ever!,"I love this stuff!  It tastes like ice cream, just not cold.  Seriously, if you haven't tried this, you have to!!"
10057,B001HTIES8,A38KP1POQ191WT,"Judy Schinske ""Veronica""",0,0,1,1280361600,Garden of Eatin` Red Hot Blues,"Not what I expected at all, there is no punch to these chips like I thought there would be. Not spicy or hot but rather just disgusting. The flavor is off and the after taste is god awful. I ate one corn chip and decided I did not care for them so I ate something else to get the flavor of poop out of my mouth, because that is what these chips taste like, and I can still taste these poo chips.  I will not be buying these chips again at all.  There blue corn chips are really great, but the so called red powder they put on these is just so off."
10058,B001HTIES8,A18OUQEK7IZ2F2,"Jason Kirkfield ""The Pride and Sorrow of chil...",0,0,5,1264982400,Those Red Hot Blues are one bad mutha...,"You watch your mouth!<br /><br />Simply, one of the best things I have ever eaten. Healthy organic blue corn chips with taste that packs a punch.<br /><br />I won't waste your time reading about these when you can be enjoying them instead. Just note that some bags seem to have a more generous allotment of cayenne pepper (the special ingredient that distinguishes Red Hot Blues from the standard Blue Chips). Or perhaps certain bags settle more during shipment, in which case the bulk of the cayenne dust is to be found at the bottom of the bag. You can always scoop up the loose seasoning and sprinkle on the chips (or any food! LOL) as you see fit.<br /><br />P.S. Amazon needs to figure out how to share reviews across products. In this case, for example, there are at least four different listings for Red Hot Blues. The only difference is the size of the bag or the quantity of bags that are bundled together. I am posting this review in those as well because other than one listing, none of the others have any reviews. Hopefully this will be of some help to customers, plus point them toward the main listing (the one with Free Shipping and sold directly from Amazon!).<br /><br /><a href=""http://www.amazon.com/gp/product/B000EQYW0E"">Garden of Eatin'® Tortilla Chips Red Hot Blues, 9-Ounce Bags (Pack of 12)</a>"
10059,B001FSISXC,A26N3GLFUNS4NL,"Mr. William A. Dispoto ""gorilla-bill""",5,6,4,1269993600,"...a bit pricey, but SO versatile...!!","Kinda expensive for cheese product...would expect ssomething closer to the $3 per pound price I can get in the supermarket, but it is so versatile...can be used in any recipe that calls for cheese.<br /><br />My favorite use is to SUPER-CHEESE both store brand and even Kraft boxed mac-n-cheese...sometimes that little packet of cheese powder just doesn't give me the cheese-i-ness I want...so after mixing the mac-n-cheese according to the directions on the box, I put a few slices of Velveeta on top, nuke it for a few minutes, mix it in, and VIOLA..!! Try it, you'll never want to eat mac-n-cheese out of the box again."
10060,B001FSISXC,A1NZYGNZ5SVZI5,Bruce W. Bennett,0,0,5,1288656000,THE American comfort cheese,Great chesse to make snacks with. Melts so easy and has a wonderful flavor. This is the ultimate in american comfort cheese.
10061,B001FSISXC,A4VMQ6ZTSXSSL,"kiwanissandy ""Go Bucks!""",5,9,2,1279756800,Way over priced for the size,"I spent close to $4.00 for each cube which turned out to be the 16oz size.  I know it says that upon further review but I was assuming it was the 3lb size because that size is $3.99 at the grocery.  And I just paid the same thing for the 1lb size?!  Shame on you Amazon.  Or better yet shame on me.  The expiration date is fast approaching too so I'm not even sure I'll use these up in a month.  I was very disappointed in the price as well as the expiration date.  I had the same issue with some sunflower seeds I bought recently, they expired before baseball season even started.  However, I did get what I paid for...it's just my mistake for not realizing the size was not what I thought I was getting.  Who would pay that for the 1lb size?"
10062,B003EML8PM,A1J52MX2YDWSU0,these pretzels r making me thirsty,2,3,2,1224115200,Thought it was a good idea,"I am giving these two stars because they did taste sorta good at first.  But like the other reviewer said they do smell funny and they left a bad taste in my mouth.  And they are very salty.  I only cooked them for 90 seconds, the bag was still expanding when I stopped it but they smelled burnt when they were done (they said to cook until it stopped expanding but thank goodness I didn't do that).  Nice idea but I don't think I will buy these again."
10063,B003EML8PM,A3VERUHFCZ5S51,kathy,0,0,5,1351123200,Ms. Mac's Review,I loved this item.  I wish I could find it in the stores.  Walmart carried this item in Louisiana for some time. When I travel to Louisiana I sometime can find this item at Fred's.  I have not found this item in the Houston area.  Easy to prepare and a great conversation piece.  No one here has seen this before.  I purchased this item at Amazon.
10064,B003EML8PM,AE96EGVPMGV1T,Tammy,0,0,5,1350950400,Lowery Microwave pork rinds,"Our Wal-Mart use to sell these pork rinds, but they haven't for probably 5 years. I hunted all over the place for them, until I finally found them. My husband loves them, he works so hard, I figured I'd get him something he loves."
10065,B003EML8PM,A11VIBM32L7BHG,Robert Parker,0,0,5,1350950400,"Great crunch, best taste even better when hot.","I love both orignal and spicy flavored, great any time during day or night.  Fresh and warm a treat that is usually only available cold and with two flavor choices."
10066,B003EML8PM,A1NL5IFNOQM4S5,mgoff,0,0,5,1350432000,very good,Very good if you want to be on a Paleolithic diet. Very tasty when warm. Cooks great.  A great fast snack.
10067,B003EML8PM,A3P00SA2Y5OYZW,"Ally ""picky shopper""",0,0,5,1349740800,tasty & good value,"When I read the reviews, I noticed someone mentioned the box was light.  It is, but it holds a lot - these pork rinds are compact; they expand when cooked, so there's a lot more in the box than it looks like.<br /><br />As snacks go, these are high in protein and low in carbohydrate.<br /><br />I think this is a really good value, and these are very flavorful - I especially enjoy them with bean dip.<br /><br />The only thing that I'd change is, I'd like a lightly salted version; I don't always want that much salt."
10068,B003EML8PM,AEMAM7W0R155A,Z. Kurz,0,0,5,1349308800,let's be serious,eating my first bag as i type.  awesome.  some puffed up to be light and puffy; others didn't puff up as much and are much more crunchy.  Which i like!  might be the best pork rinds i've had (outside of central america street carts)
10069,B003EML8PM,A3TN9R4YOAQQ89,Avoir,0,0,5,1349308800,Great,"Great product, I never cook this in the microwave because sometimes it takes longer and not all microwaves are the same.  I've read people reviews and they said there were small brown pieces that were hard, that means they were not cooked long enough.  The best way to cook these are to use a medium size pan, pour the pack into the pan and shake it around and bake them in the oven @ 400 degrees for 4-6 minutes, keep a close eye on them because they burn easy.  But it is worth it to cook it in the oven, very hot and fresh and no uncooked curls.  They will appear to be brown at first but they ""poof"" up in the oven once they're heated.  I would say do not microwave these in a bag, use a oven safe plate, that way you can actually see them puff up, older/cheap microwaves can take 4-6 minutes to cook."
10070,B003EML8PM,A1VH8NQ5ZD8Y2A,Mary H.,0,0,5,1349136000,so good,These are so much better than the pre-packaged ones.  Not too many calories.  I cook mine for 2 min and 20 seconds in a very small microwave.
10071,B003EML8PM,A6MLMO94JV3RQ,bogie,0,0,5,1348444800,Lowrey's Pork Rinds,"I live in the Kansas City Area and could not find them anywhere.  I had bought them before at the Commissory in Leavenworth but couldn't find them here.  Someone recommended checking Amazon.com and I was thrilled to find them there.  They are easy to fix and if you like pork rinds, you won't go back to the bagged ones."
10072,B003EML8PM,A2K5ETAUO9DZUV,wambam,0,0,4,1348444800,Tasty,"Tasty, spicy, and good. Became quite the conversation piece at work. No one have ever  heard of microwave pork rinds before. They tasted them and love them. Only draw back depending on type of microwave as to how they will cook."
10073,B003EML8PM,A1SGCKAJBOJ3PJ,ladybug42,0,0,2,1347494400,microwave pork skins,I was so excited to receive the product I immediately cooked a bag.  What a disappointment!!  The taste of the pork skins was there but it was buried by some spice that I didn't enjoy.. I couldn't finish the bag!  My dog wouldn't eat them either ans she eats everything - including brusell sprouts!  I have had microwave pork skins that were good but I don't remember the brand so I'll just have to do without
10074,B003EML8PM,A3OBGS44YUBJ2U,WIBREEZE,0,0,4,1347494400,Lowrey's Microwavable Pork Rinds,"These were a great quick snack that did not raise my blood sugar level and you could sprinkle a variety of seasons to your taste preferences.  However, I chose to use the auto ship. Because of new health issues, I am unable to eat these anymore.  However because Lowrey's does not give you any option or information on how to cancel an order, I am forced to waste money buying these and having to toss them.  I hate to write this here, but maybe if they read it, they'll add the contact information.  Thank you."
10075,B003EML8PM,A3VYIPLGEUGLCW,"D. Rens ""Dan""",0,0,5,1347408000,Nom,"I absolutely love these. A friend had found them in a random store down in Oklahoma a long time ago, and I thought they were awesome. But as I don't live in Oklahoma, and can't find these anywhere in the MN area, Amazon having them is awesome. They're low carb and taste pretty great."
10076,B003EML8PM,A24C4NFIDI5KKS,Chico,0,0,3,1346716800,Micro Pork Rinds,"We own a small neighborhood bar and the patrons enjoy having the novelty of fresh, hot pork rinds served to them with their beverages."
10077,B003EML8PM,A33NMF6AOO2GVX,R. W.,0,0,3,1345939200,"Pretty good, but I am not sure that I will buy again","It was quite a commitment for me to buy this quantity of pork rinds from Amazon but I decided that I would ""give it a go"" since I like the pork rinds that are sold in grocery stores and I figured that these could only be better since they'd be fresher when microwaved.  They taste great and I think that they have the perfect amout of spice.  HOWEVER, two things....the smell is ""funky"" when they come out of the microwave.  Regardless of the taste, I can't seem to get used to the smell.  Secondly, when it comes to popcorn, I have to pop popcorn less than the directions on the package in my microwave or it will burn.  I found it to be the opposite with these pork rinds.  I had to cook the port rinds LONGER than the directions say on the package, otherwise they wouldn't be popped nicely and were a bit chewy.  So if you find that you cook these and they don't seem crispy enough, cook them in your microwave longer than the directions say to do so."
10078,B003EML8PM,AS5RIZFJA7YEZ,Beach Girl,0,0,5,1345766400,Best EVER!,"These are the best pork rinds around, near and far.  They are warm and just melt in your mouth.  This is a dangerous addiction, you've been warned!  ;)"
10079,B003EML8PM,A1P9EWKQ1SJ6D9,Brad Bruce,0,0,5,1345420800,spicey pork rinds,"Awesome!!  I love 'em cracklin out of the microwave!!! This snack is also not nearly as bad for you as, chips or other snack!!"
10080,B003EML8PM,A2QMNYDC8IAYD2,Arthur F. Shunk,0,0,5,1345075200,Great item,"I was never a big fan of pork rinds. But since I started doing Atkins, I was buying them sometimes to fill that desire for a crunchy, salty snack.  I ended up only buying the hot variety since it seemed to cover the taste of the rinds better than plain or bbq.  After reading the reviews here, decided to give these a try.<br /><br />I had never had anything other than the bagged variety of pork rinds.  As others have mentioned here, these are far superior to anything you will find in a bag.  Way, way better than any bagged variety I have sampled.  Plus the make this great popping, crackling noise when you take them out for a minute or so that I greatly enjoy for some reason.<br /><br />Do mind the cooking instructions.  If you overcook, they will end up tasting closer to the bagged taste you are trying to avoid.  Still better than bagged though.  I tried different times in my microwave but found it best to watch and take them out as soon as the bag stops rising.  You will sometimes have some that did not expand(you can pop these back in the microwave to try and revive them) but it is not worth burning some of them to try to ensure all have expanded."
10081,B003EML8PM,A28G0RFT2IXHBY,"sling f "".""",0,0,5,1344902400,YUM!!,"Why am I just learning about these?  They are delicious.<br /><br />Enough in each individual bag for 2 people to share.<br /><br />Low cal, low fat, but not low flavor.  Highly recommend.<br /><br />Will be back for more."
10082,B003EML8PM,A3L8YQKD03KUZ2,Glenn C. Johnson,0,0,5,1344816000,Simply Awesome !!!!!!,"I am on a low carb diet, so pork rinds were a natural. I bought the Hot and Spicy.  These are great, they taste better than any others that I have tried from the stores.  The package says less than a carb per serving (there are 3.5 servings per 1.75 Ounce package).  I would like to know how many carbs for a full package, because I often eat more than one serving.  Give these a try, they are awesome."
10083,B003EML8PM,A2YV6E02HAZE70,EmpressK,0,0,5,1344124800,Pork rind magic!,These are magical. Put them in the microwave and they literally pop into a fresh hot crackly bag of pork rinds. They're a little on the salty side but no more so than most of the pork rinds you buy in the store. Each bag fills up a large cereal bowl. Good for a little snack when you need it and you don't want popcorn.
10084,B003EML8PM,ARYSDAZNRXN6G,A. Crafton,0,0,3,1343692800,"A for freshness, but d*mn are they salty.......","I was so excited to see these! And the price is good.<br /><br />First, it takes a little learning to figure out how to cook these. The instructions are not much help. ""Stop cooking when the bag stops expanding""....they might as well say, perform a Vulcan mind meld with the pork rinds to know when they are done. I found that the bag's expansion--or not---has little to do with whether they are done. I have a 1200 watt microwave and 1:30 was perfect. 1:00 and they were not cooked, 2:00 and I had charcoal bits.<br />I had to sacrifice a couple of precious bags to figure this out.<br /><br />Taste and texture? Well they are infinitely better than bags of pork rinds from the store. The texture is very good. The taste? I am in no way shy of salty food, love me some salt! But these were borderline too much for me. I did sprinkle some cinnamon and Ideal on them to make them sweet and I still had a hard time eating them. My husband liked them this way though.<br /><br />If they could back off the strong salty flavor, I would buy these again. As it is, I'm going to use them to make low-carb nachos. I won't be reordering them though. Love the crispy texture! But can't choke down the overpowering saltiness."
10085,B003EML8PM,AL86D2RNG1LGF,Mikey Bird,0,0,5,1343088000,Love the bacon curl,"I love these bacon curls or pork rinds as some call them. I was so happy to find them again. Easy, delicious and high protein snack --- I eat them every night watchng tv. Never had a bag that didn't perform well........LOVE THEM!!!!!"
10086,B003EML8PM,A3E350XYEFPZ44,Jonathan,0,0,3,1342310400,Good if its all you can get.,"taste is not like other pork rinds.  but does not taste bad.  when you microwave them, the bag only pops up about half way.  when its done popping and you eat them immediately, they are pretty hot and seem to melt in your mouth.  needing much water and a brushing to get the rinds and the taste out of your mouth afterwards.  I think the idea is pretty good, but the product did not turn out how they expected in my opinion."
10087,B003EML8PM,A2SW1HY8XWGQQ6,Gracie,0,0,5,1341964800,Delicious!,My husband loves pork rinds...a little too much!!  The perfect fathers day gift was a case of Lowerys pork rinds!
10088,B003EML8PM,A295QA0ZC28T1K,Lil Pip,0,0,5,1341532800,Best snack ever,"Outstanding snack, super fast and lives up to the review I saw on the food network.  Just make sure you shake the pkg really good before microwaving.  All in all SUPER!"
10089,B003EML8PM,A35GZC8FLLHOZ6,"G. Schmelzer ""varied interests""",0,0,5,1341014400,love those rinds,"Can't find this product anywhere except on-line. I guess no-one enjoys them as we do. Same kind of hicks that don't like boiled peanuts I guess. Anyway, product is wonderful and was shipped promptly. Hope to continue buying from this seller."
10090,B003EML8PM,A2AEBH3O9EKFV4,"David Dosch ""IB Dave""",0,0,5,1338681600,"Tasty, easy no carb snack.","Really easy to prepare and very yummy. With my microwave I put them in for 1:40 and they turn out perfect. Warm, crunchy and tasty. And without the carbs, they don't impact your blood sugar which is a real boon for us diabetics."
10091,B003EML8PM,A2KZS5Z28SN012,"J. Stack ""&#34;We sleep safely in our beds be...",0,0,3,1338249600,Not quite what I expected,"These are an okay snack. They don't puff up like the Pork Rinds I have had in the past. The quantity of rinds in the bag seems lacking. There is a unusual taste as if some type of seasoning added that I can't figure out. If you want a salty snack with no carbs they are okay, I, however, will not buy them again. I'll stick with the regular puffed up ones or cracklings. These don't fit in either category quite the way I expected."
10092,B003EML8PM,A3IHHZPTMJCSHV,"Kevin - Hermiston, Oregon",0,0,5,1338163200,Pork rinds,"I saw these in a bar in wyoming somewhere.  My buddy loves the hotnspicy pork rinds and when I saw these microwavable ones I had them sent as a joke, however he said they were great and tasted just like the ones in a bag.  Nice"
10093,B003EML8PM,A2GSNTI4CQ4MSX,"M. A. Love ""malove""",0,0,5,1338076800,I love them!,"I've had pork rinds in the bag and all, and they were usually stale with no flavor.  Since these are cooked fresh, they come out nice and warm.  They have a slight bacon flavor and aren't greasy like potato chips are.  A little salty, but very good.  I can't find them in any of the stores here either, so I'm happy Amazon has t hem."
10094,B003EML8PM,A1OIOH453XQ7K6,Mystercee,0,0,5,1338076800,Love At First Bite....,"<a href=""http://www.amazon.com/gp/product/B000UP8QQ0"">Lowrey's Bacon Curls Microwave Pork Rinds, Hot & Spicy, 1.75-Ounce Packages (Pack of 18)</a> In order to appreciate the taste of a ""fresh"" Pork Rind, head to a Meat Market that has them.  There is no comparison to that ""Rind"", with the ""traditional"" store version.(Bagged)  Lowrey's Microwave Pork Rinds came along and created the perfect answer and a new experience for true Pork Rind Fans!! Usually, each bag will create 11 to 15 Large pieces, and some smaller bites.  The best way to eat them is immediately after removing them from the Microwave, when they are Hot and Chewy. (Cook Times Vary: 2:15 min./sec. for me) Airtight package when it arrives, and is not too spicy for those Non-Chili eaters.  They were sold in stores up until 2 years ago, and may still, but Amazon is the only place I know that has them when you want them.  Every bag is seal wrapped and can be stored like popcorn, so no need to keep the box! If anything, the novelty of this product will break the ice of any party or gathering.  Enjoy."
10095,B003EML8PM,AWAB7PKBO3BBT,"H. Lee ""Amazon junkie""",0,0,5,1337731200,Snap crackle and pop of pork rinds,"Few things are as enjoyable in life as freshly popped pork rinds.  Modern technology has enabled us to produce the epitome of snack foods in a hot, fresh version.  I will be relegated no more to the listless depths of popped corn.  Pork rinds are the ultimate man chips. Very similar to microwaved popcorn, you just shake the bag and put em in your microwave for about 2 min and voila, hot fresh pork rinds.  When you pop them you have to get accustomed to the fact that they don't ""pop"" like popcorn - they just crackle a bit.  So it is a bit hard to tell when they are done and usually through trial and error you will get the perfect time depending upon the type of microwave oven you use.  Mine is 900W and takes just under 2 min. A couple of pieces will get burnt, or as I affectionately refer to as char. The bag will inflate slightly.  When they are done, you open it up and you are greeted with an aroma that is bacon heaven.  Put one in your mouth right away and it will stick to your tongue like a live octopus.  They are a bit salty so they make the perfect accompaniment to a nice cold beer.  I didn't find them too spicy, just enough.  If you want to be creative, you can throw em in a bowl right after they are done popping and throw some salsa verde or any other kind of salsa you have.  You will be greeted with a chorus of wonderful snaps like getting sizzling rice soup at a Chinese restaurant.  Throw on some shredded cheese and the result is ""man nachos"".  My wife thinks that it is utterly disgusting, even though that hasn't stopped her from eating them.  Trust me, they are delicious, but don't let em sit too long or they get soggy."
10096,B003EML8PM,A1NTXIAS5VD1ZI,marschin,0,0,5,1337644800,sizzling good!,"My husband loves these so much he never wants to run out. I've always thought pork rinds are disgusting, but when he 'pops' a bag in the microwave the smell and the sizzling and the warmth and the crunch ... I have to admit they are really good!"
10097,B003EML8PM,AJV2QY96IVPVM,SuperFids,0,0,4,1337558400,"Practical and delicious. However, has preservatives!","These chicharrones are delicious, and the packaging is very convenient.  Just like microwave popcorn, the pork rinds come in a bag with cellophane around it.  You shake the bag to distribute the pork rinds, pop it in the microwave, and set the cooking time.<br /><br />The optimal time for my microwave is one minute 45 seconds, but the time will likely differ from one microwave to another.<br /><br />The only reason I'm not giving this product five starts is due to the MSG listed as an ingredient.  While I don't react badly to MSG it still makes me a little nervous.<br /><br />If you're on a low-carb diet this is a great choice for snacking or even meal replacement."
10098,B003EML8PM,A5NCBB4129H4E,cardiobob,0,0,5,1337472000,bacon curls,"Lowrey's Bacon Curls Microwave Pork Rinds, Hot & Spicy,are the best thing since microwave pop corn. especially for diabetics(0 carbs)pop one in the microwave and vanquish that craving for a crunchy snack."
10099,B003EML8PM,A26ERUB0VE1IO4,carol,0,0,4,1337472000,great,"These r great, only problem is easy to burn. Needs close attention while cooking. Follow the directions!! I only needed to cook these for one minute in my microwave."
10100,B003EML8PM,A208AHWXVRQ0LG,"LaurieBSmith ""LaurieBSmith""",0,0,4,1337040000,Pleased and Satisfied!,"I am doing the Atkins program for weight loss, and I was missing crunchy, crispy things. Celery just doesn't get it. Our local stores don't regularly carry pork rinds, so I was feeling a little bit left out.<br /><br />But, the Lowry's brand is one I am familiar with and so, I was pretty confident I would like them. They don't pop like popcorn; in fact, they don't make much noise at all when they are cooking. I've found that one minute forty eight seconds seems to be the best time to get the most edible rinds. BUT....one can also reheat the unpopped rinds and a lot of them will then puff up.<br /><br />Enjoy...they are worth it."
10101,B003EML8PM,A5NWTJKA90U3B,K. Smith,0,0,5,1336608000,Love these,"I was sceptical at first but after I tried the first bag, I was hooked.  Very easy to prepare.  I microwave these for a minute and a half and they come out perfect.  Nice and salty.  Fresher than the ones you get in bags at the store.  The hardest part is waiting for them to cool."
10102,B003EML8PM,AQ793FLSEWQAR,David,0,0,5,1336262400,The chips are down,"The microwave Pork Rinds are a new product to me, but they are awesome!! buying a carton of them<br /><br />was a good deal and they have far less fat and carbs than chips"
10103,B003EML8PM,AXSQJUCS5NP0W,"Susan M. Burke ""lilly""",0,0,5,1335830400,Crunchy,Love the taste! Has a good flavor and very crunchy! Different then your normal pork rinds! Yummy!<br /> I would  definately buy again! Great buy also!
10104,B003EML8PM,A23NWDV9UVDRA6,E. Cady,0,0,5,1335657600,Wonderful for that low carb crunch!,"Wonderful! Two mins in the microwave and I have a crispy, hot snack to have with salsa and Gucamole. Great for low carbers or those who want to avoid chips. Less than 4 carbs for the entire bag. The non flavored ones are also very good, but I like the spicy kick to these."
10105,B003EML8PM,AFCLSSR41J11B,abel   lopez,0,0,1,1334793600,microwave pork rinds,A terrible product we follow the intructions and did not get the the pork rinds.  We only got pieces of pork skin
10106,B003EML8PM,A1JFW99VBY3FG0,"Kimberly D. Scantland ""Kimmy""",0,0,5,1334793600,Great for low carb life style,I finally tried these noodles and cooked them in chicken broth and added to my stir fry.  Everyone liked them and commented that it was like eating ramen noodles.  Once I got past the fishy smell rinsing them I was happy with the result.
10107,B003EML8PM,A210VNYAFP8ISN,LowT,0,0,5,1334620800,"Great, low-fat substitute for french fries","I discovered you can use ketchup or any other condiment - bbq sauce, mayo, mustard, etc. for a great alternative to french fries."
10108,B003EML8PM,A2OV90G6ENO156,S. K. Jones,0,0,5,1334361600,Warm fresh crunchiness,"The convience of micorwave popcorn, 1 carb and lightly salty, well seasoned goodness.  If you never have eaten fresh pork skins, these are a must."
